split,sample_id,best_pixel_t0,best_pixel_t1,best_pixel_t2,best_pixel_t3
train,ROIs2017_115_patch_126,1551,63894,91,0
train,ROIs2017_130_patch_141,303,39428,19682,6123
train,ROIs1868_127_patch_135,48127,1369,16019,21
train,ROIs2017_115_patch_240,26777,16261,22498,0
train,ROIs1868_127_patch_217,40670,0,1029,23837
train,ROIs1868_127_patch_120,53305,1,12229,1
train,ROIs2017_115_patch_40,4246,61290,0,0
train,ROIs2017_69_patch_201,56930,0,8587,19
train,ROIs1970_57_patch_170,59097,15,119,6305
train,ROIs1970_57_patch_177,63648,62,20,1806
train,ROIs2017_69_patch_164,51426,0,14110,0
train,ROIs2017_130_patch_192,2286,10404,44400,8446
train,ROIs1970_57_patch_182,60319,164,161,4892
train,ROIs2017_69_patch_59,53772,0,11739,25
train,ROIs1970_112_patch_135,532,542,64462,0
train,ROIs1970_112_patch_105,15049,0,50487,0
train,ROIs1970_83_patch_239,60803,2,4731,0
train,ROIs1868_127_patch_260,58719,1309,3025,2483
train,ROIs2017_130_patch_131,7240,33837,18604,5855
train,ROIs1970_112_patch_141,36050,456,29030,0
train,ROIs2017_69_patch_37,55862,0,9674,0
train,ROIs1868_127_patch_28,27295,19041,19200,0
train,ROIs1970_57_patch_97,64897,32,18,589
train,ROIs1970_112_patch_103,4469,1102,59965,0
train,ROIs2017_69_patch_173,53097,0,12439,0
train,ROIs1868_127_patch_134,51949,66,13506,15
train,ROIs1970_83_patch_217,34100,30759,677,0
train,ROIs1970_112_patch_266,0,32994,416,32126
train,ROIs2017_69_patch_117,61357,0,4176,3
train,ROIs1970_83_patch_188,25245,26571,13255,465
train,ROIs2017_115_patch_55,43631,20336,1569,0
train,ROIs2017_130_patch_211,13426,11866,38980,1264
train,ROIs1970_112_patch_213,0,65518,18,0
train,ROIs1868_127_patch_13,26576,23163,15797,0
train,ROIs1970_112_patch_134,3,49,65484,0
train,ROIs1970_83_patch_46,34123,9982,21431,0
train,ROIs2017_115_patch_92,31501,32128,1907,0
train,ROIs1970_83_patch_246,48871,348,16146,171
train,ROIs2017_69_patch_208,49379,0,16153,4
train,ROIs1868_127_patch_161,49874,678,14945,39
train,ROIs1970_83_patch_52,45101,1706,18729,0
train,ROIs2017_130_patch_4,15666,21653,23807,4410
train,ROIs2017_69_patch_275,56473,0,8874,189
train,ROIs2017_69_patch_147,57425,4,8107,0
train,ROIs2017_69_patch_36,57169,20,8347,0
train,ROIs2017_130_patch_11,7669,18233,37602,2032
train,ROIs2017_69_patch_221,52785,0,11673,1078
train,ROIs1970_112_patch_228,0,5,64066,1465
train,ROIs1970_83_patch_11,39731,669,25136,0
train,ROIs1970_57_patch_95,64032,65,29,1410
train,ROIs2017_115_patch_132,15523,49744,269,0
train,ROIs1970_112_patch_168,0,10546,54990,0
train,ROIs1970_83_patch_40,37879,441,11720,15496
train,ROIs2017_69_patch_214,58746,0,6658,132
train,ROIs2017_115_patch_29,2813,62717,6,0
train,ROIs2017_115_patch_269,44136,21400,0,0
train,ROIs1970_83_patch_248,63323,0,2213,0
train,ROIs1868_127_patch_2,57246,1,8289,0
train,ROIs1970_112_patch_196,523,65013,0,0
train,ROIs1970_57_patch_70,65447,0,29,60
train,ROIs2017_115_patch_85,5779,44050,15707,0
train,ROIs1970_83_patch_90,26885,16722,21929,0
train,ROIs1970_83_patch_156,58977,239,6320,0
train,ROIs1970_112_patch_74,0,0,65536,0
train,ROIs1970_112_patch_30,32653,0,32883,0
train,ROIs2017_69_patch_172,58843,0,2500,4193
train,ROIs2017_69_patch_273,60199,0,5336,1
train,ROIs1970_112_patch_17,49,3,65484,0
train,ROIs2017_69_patch_242,54272,0,10227,1037
train,ROIs1970_57_patch_165,62169,235,182,2950
train,ROIs2017_69_patch_237,53497,0,11232,807
train,ROIs2017_130_patch_216,3231,33831,24648,3826
train,ROIs1970_83_patch_190,10025,54539,972,0
train,ROIs1970_112_patch_58,2,0,65534,0
train,ROIs1970_57_patch_168,60708,246,453,4129
train,ROIs1970_57_patch_190,57660,51,174,7651
train,ROIs1970_112_patch_80,40114,1425,23997,0
train,ROIs1970_112_patch_37,0,0,65536,0
train,ROIs1868_127_patch_146,28074,33924,2790,748
train,ROIs1970_83_patch_45,36238,12774,16524,0
train,ROIs2017_115_patch_100,12829,52415,292,0
train,ROIs1970_112_patch_224,45,3504,61987,0
train,ROIs1868_127_patch_16,29153,14722,21661,0
train,ROIs1970_57_patch_15,62478,22,427,2609
train,ROIs2017_130_patch_3,3625,24930,36241,740
train,ROIs2017_69_patch_145,52085,3,13448,0
train,ROIs1970_57_patch_239,62434,39,46,3017
train,ROIs2017_69_patch_136,57362,0,7986,188
train,ROIs2017_115_patch_123,26,65498,12,0
train,ROIs2017_69_patch_119,57149,0,8385,2
train,ROIs1970_57_patch_204,65325,10,0,201
train,ROIs1970_83_patch_68,41822,4510,19204,0
train,ROIs2017_69_patch_49,63281,0,2255,0
train,ROIs1970_57_patch_99,64840,6,165,525
train,ROIs2017_69_patch_284,56845,0,8186,505
train,ROIs1970_57_patch_198,65296,41,3,196
train,ROIs1970_83_patch_143,44169,1271,19674,422
train,ROIs1970_83_patch_258,60597,400,4539,0
train,ROIs1970_57_patch_78,64528,46,209,753
train,ROIs1868_127_patch_91,53585,11,11437,503
train,ROIs2017_69_patch_251,63615,0,1579,342
train,ROIs1970_83_patch_233,62468,358,2710,0
train,ROIs1970_112_patch_202,0,4131,61405,0
train,ROIs1970_83_patch_255,60328,4055,1153,0
train,ROIs1868_127_patch_138,55545,0,9991,0
train,ROIs1868_127_patch_131,29513,30175,5846,2
train,ROIs1868_127_patch_89,31963,24,33534,15
train,ROIs1970_112_patch_146,0,104,65432,0
train,ROIs1970_83_patch_196,60684,2059,2702,91
train,ROIs2017_115_patch_174,11108,54428,0,0
train,ROIs1970_112_patch_197,36394,29142,0,0
train,ROIs1868_127_patch_227,61249,32,4216,39
train,ROIs2017_69_patch_130,60561,3,4972,0
train,ROIs2017_130_patch_269,10858,7304,30467,16907
train,ROIs2017_69_patch_154,56709,0,5482,3345
train,ROIs2017_130_patch_257,5520,39689,19994,333
train,ROIs2017_115_patch_125,493,64993,50,0
train,ROIs2017_69_patch_239,56078,0,9222,236
train,ROIs1970_83_patch_44,22660,23087,19789,0
train,ROIs2017_115_patch_71,37737,21869,5930,0
train,ROIs1970_57_patch_114,62924,17,167,2428
train,ROIs2017_115_patch_102,2968,62205,363,0
train,ROIs1970_83_patch_20,41056,286,23752,442
train,ROIs1970_112_patch_200,2,710,64824,0
train,ROIs1970_57_patch_130,61031,95,119,4291
train,ROIs1868_127_patch_150,34635,25341,5555,5
train,ROIs1970_57_patch_178,61812,33,9,3682
train,ROIs1970_112_patch_82,14136,4303,47097,0
train,ROIs2017_130_patch_214,7572,32800,9744,15420
train,ROIs1970_83_patch_84,10591,10746,44194,5
train,ROIs1970_112_patch_173,4782,2723,58031,0
train,ROIs2017_69_patch_55,58501,2,7033,0
train,ROIs1868_127_patch_32,25509,3864,36163,0
train,ROIs1970_112_patch_165,96,572,64868,0
train,ROIs2017_130_patch_18,695,24098,40683,60
train,ROIs1970_112_patch_231,1686,63765,85,0
train,ROIs1970_83_patch_87,34139,1500,29897,0
train,ROIs2017_115_patch_5,4980,60556,0,0
train,ROIs2017_115_patch_96,12310,53226,0,0
train,ROIs2017_130_patch_17,9800,12364,38959,4413
train,ROIs2017_115_patch_91,24677,36136,4723,0
train,ROIs1970_57_patch_146,64093,52,213,1178
train,ROIs2017_115_patch_60,9450,56045,41,0
train,ROIs2017_115_patch_25,42683,22827,26,0
train,ROIs1970_83_patch_5,39631,162,25743,0
train,ROIs2017_130_patch_151,4374,33669,26089,1404
train,ROIs2017_130_patch_120,8391,34272,20163,2710
train,ROIs1970_112_patch_246,0,469,59935,5132
train,ROIs2017_130_patch_110,2875,40570,20612,1479
train,ROIs2017_130_patch_69,7972,12601,36990,7973
train,ROIs2017_69_patch_276,58528,0,6989,19
train,ROIs1970_83_patch_94,39520,1547,24469,0
train,ROIs1868_127_patch_239,55244,0,1514,8778
train,ROIs1970_57_patch_112,59876,276,380,5004
train,ROIs2017_130_patch_170,4431,45001,15511,593
train,ROIs2017_69_patch_4,45446,0,20089,1
train,ROIs1970_112_patch_65,19165,122,46249,0
train,ROIs2017_115_patch_245,45653,16598,3285,0
train,ROIs2017_69_patch_149,57807,1,7728,0
train,ROIs1970_57_patch_225,56186,58,15,9277
train,ROIs1970_57_patch_123,61313,22,159,4042
train,ROIs2017_115_patch_144,8298,56879,359,0
train,ROIs1970_112_patch_178,0,58647,6889,0
train,ROIs2017_69_patch_180,59800,0,5725,11
train,ROIs1970_57_patch_199,63522,77,42,1895
train,ROIs2017_69_patch_177,59907,0,4541,1088
train,ROIs1970_83_patch_281,34499,1009,30023,5
train,ROIs1970_57_patch_207,56375,68,83,9010
train,ROIs2017_130_patch_102,5102,48992,7312,4130
train,ROIs1970_57_patch_192,62923,20,253,2340
train,ROIs2017_69_patch_19,50046,0,15463,27
train,ROIs2017_69_patch_193,47125,0,18368,43
train,ROIs1970_112_patch_232,25942,28180,11414,0
train,ROIs2017_115_patch_239,39659,20024,5853,0
train,ROIs2017_130_patch_60,10711,18110,32364,4351
train,ROIs2017_115_patch_80,13537,51859,140,0
train,ROIs2017_130_patch_103,7751,43354,8336,6095
train,ROIs1970_112_patch_98,36885,1726,26925,0
train,ROIs2017_69_patch_97,45167,0,20369,0
train,ROIs2017_115_patch_168,59650,5850,36,0
train,ROIs1868_127_patch_143,42809,79,22648,0
train,ROIs1970_83_patch_13,29500,48,35988,0
train,ROIs1970_57_patch_134,63381,77,234,1844
train,ROIs1970_57_patch_173,57577,106,233,7620
train,ROIs1868_127_patch_129,15509,42307,7720,0
train,ROIs2017_130_patch_234,7831,37660,18459,1586
train,ROIs1970_112_patch_18,0,0,65536,0
train,ROIs1970_83_patch_210,44227,20826,483,0
train,ROIs2017_69_patch_8,51168,0,14368,0
train,ROIs2017_69_patch_94,53254,0,12282,0
train,ROIs2017_69_patch_283,57363,0,7617,556
train,ROIs1970_83_patch_269,64332,10,1194,0
train,ROIs1970_112_patch_9,34731,15,30790,0
train,ROIs2017_69_patch_106,53955,3,11578,0
train,ROIs1970_112_patch_136,3675,726,61135,0
train,ROIs1970_83_patch_72,56434,1741,7361,0
train,ROIs1970_57_patch_189,62466,12,143,2915
train,ROIs1970_57_patch_64,64621,11,184,720
train,ROIs2017_115_patch_140,32737,30829,1970,0
train,ROIs1970_57_patch_210,62258,58,35,3185
train,ROIs1970_112_patch_34,168,72,65296,0
train,ROIs1970_83_patch_141,47516,54,17883,83
train,ROIs1868_127_patch_215,55176,1135,9225,0
train,ROIs2017_130_patch_261,3680,25207,29533,7116
train,ROIs2017_69_patch_143,51858,15,13663,0
train,ROIs1970_83_patch_236,57360,5665,2511,0
train,ROIs2017_69_patch_121,49806,0,15687,43
train,ROIs1970_112_patch_35,8,11,65517,0
train,ROIs2017_69_patch_64,59810,0,5724,2
train,ROIs1970_112_patch_142,25417,4913,27331,7875
train,ROIs2017_130_patch_22,5909,25767,31940,1920
train,ROIs2017_69_patch_5,47775,0,17759,2
train,ROIs1868_127_patch_210,26360,221,38794,161
train,ROIs1868_127_patch_188,52833,9727,2976,0
train,ROIs1868_127_patch_253,60234,17,4086,1199
train,ROIs1970_57_patch_105,61857,40,105,3534
train,ROIs2017_115_patch_199,54303,11151,82,0
train,ROIs1970_112_patch_79,26888,3,38645,0
train,ROIs2017_69_patch_263,54169,0,10224,1143
train,ROIs1868_127_patch_262,61151,177,2724,1484
train,ROIs2017_115_patch_2,16896,48640,0,0
train,ROIs1868_127_patch_213,60211,616,4709,0
train,ROIs1868_127_patch_255,52267,170,2097,11002
train,ROIs2017_130_patch_149,1362,38122,24947,1105
train,ROIs2017_130_patch_10,21879,15629,23242,4786
train,ROIs1970_57_patch_36,62759,21,333,2423
train,ROIs1970_57_patch_158,60780,56,202,4498
train,ROIs1970_83_patch_191,21737,43711,88,0
train,ROIs2017_115_patch_39,1509,64027,0,0
train,ROIs1970_112_patch_238,0,2014,63522,0
train,ROIs2017_69_patch_118,61241,0,4288,7
train,ROIs1868_127_patch_104,32419,1174,31943,0
train,ROIs2017_115_patch_216,48055,17481,0,0
train,ROIs2017_130_patch_15,8067,14094,39115,4260
train,ROIs1868_127_patch_128,4746,57970,2820,0
train,ROIs1868_127_patch_163,60099,1629,1417,2391
train,ROIs1970_57_patch_153,61271,15,11,4239
train,ROIs2017_130_patch_159,2424,47439,13719,1954
train,ROIs1970_83_patch_129,44482,13858,7196,0
train,ROIs1970_83_patch_47,36777,4318,24441,0
train,ROIs1970_83_patch_17,47209,23,18199,105
train,ROIs2017_115_patch_268,43124,22412,0,0
train,ROIs1868_127_patch_199,59971,240,814,4511
train,ROIs2017_130_patch_21,3324,22218,38412,1582
train,ROIs2017_130_patch_263,9023,13434,22953,20126
train,ROIs2017_130_patch_70,6858,7405,30512,20761
train,ROIs2017_69_patch_137,55816,0,9715,5
train,ROIs1970_83_patch_22,54295,396,10267,578
train,ROIs1970_83_patch_136,64348,630,548,10
train,ROIs1970_112_patch_64,4569,2693,58274,0
train,ROIs2017_115_patch_280,51835,5049,8652,0
train,ROIs1970_112_patch_120,1893,11,63632,0
train,ROIs2017_130_patch_48,9726,29390,19052,7368
train,ROIs2017_69_patch_148,54228,7,11301,0
train,ROIs1970_83_patch_149,46845,6347,12071,273
train,ROIs1970_83_patch_110,23608,10289,31639,0
train,ROIs2017_115_patch_191,11645,53891,0,0
train,ROIs2017_115_patch_52,34738,27261,3537,0
train,ROIs2017_69_patch_222,50576,0,13979,981
train,ROIs1868_127_patch_35,41337,12553,11646,0
train,ROIs1970_112_patch_70,1313,12,64211,0
train,ROIs2017_130_patch_96,11771,30485,17489,5791
train,ROIs1970_112_patch_236,37,9897,55602,0
train,ROIs2017_115_patch_70,33765,27960,3811,0
train,ROIs2017_130_patch_90,4620,32279,28631,6
train,ROIs1970_57_patch_54,60368,6,127,5035
train,ROIs1970_83_patch_225,57723,1701,5782,330
train,ROIs2017_115_patch_98,8727,56799,10,0
train,ROIs2017_69_patch_135,62703,0,2091,742
train,ROIs2017_130_patch_24,24740,10693,18446,11657
train,ROIs2017_115_patch_196,41853,23642,41,0
train,ROIs2017_115_patch_275,39789,21793,3954,0
train,ROIs2017_115_patch_148,22221,42809,506,0
train,ROIs1970_83_patch_195,61651,2114,1770,1
train,ROIs2017_130_patch_115,14609,27514,16351,7062
train,ROIs2017_115_patch_20,7990,57546,0,0
train,ROIs2017_115_patch_246,47609,17784,143,0
train,ROIs1970_112_patch_12,21632,0,43904,0
train,ROIs2017_115_patch_241,27497,16284,21755,0
train,ROIs1970_83_patch_57,55985,1569,6336,1646
train,ROIs1868_127_patch_200,55630,18,2320,7568
train,ROIs2017_115_patch_66,8977,56503,56,0
train,ROIs2017_115_patch_173,19019,46517,0,0
train,ROIs1868_127_patch_49,36001,124,29411,0
train,ROIs2017_69_patch_47,60681,0,4854,1
train,ROIs2017_115_patch_141,18727,45938,871,0
train,ROIs2017_69_patch_205,61386,0,4150,0
train,ROIs2017_130_patch_160,332,16504,4450,44250
train,ROIs1970_83_patch_242,64627,2,907,0
train,ROIs2017_115_patch_90,7609,51484,6443,0
train,ROIs2017_69_patch_165,55608,2,9905,21
train,ROIs1970_57_patch_108,61109,70,121,4236
train,ROIs2017_115_patch_163,35262,29437,837,0
train,ROIs1868_127_patch_266,60187,219,5130,0
train,ROIs1970_83_patch_131,50849,10117,4553,17
train,ROIs1970_57_patch_242,56056,61,105,9314
train,ROIs2017_69_patch_32,63856,0,1680,0
train,ROIs1970_83_patch_189,32396,22272,10339,529
train,ROIs1970_57_patch_30,65359,4,21,152
train,ROIs2017_115_patch_209,5684,59852,0,0
train,ROIs2017_69_patch_225,57586,0,7875,75
train,ROIs1970_83_patch_98,50778,829,13914,15
train,ROIs2017_130_patch_265,5859,17341,28807,13529
train,ROIs1970_112_patch_209,92,68,65376,0
train,ROIs1970_112_patch_69,89,4,65443,0
train,ROIs1868_127_patch_246,59110,975,5451,0
train,ROIs1970_83_patch_71,43955,4947,16634,0
train,ROIs2017_130_patch_266,9520,15712,36704,3600
train,ROIs1868_127_patch_211,28904,836,35766,30
train,ROIs1970_57_patch_144,64818,10,16,692
train,ROIs1868_127_patch_60,53244,796,11496,0
train,ROIs1868_127_patch_125,44315,22,21199,0
train,ROIs2017_130_patch_148,1399,41387,21324,1426
train,ROIs1970_83_patch_41,43644,9573,7855,4464
train,ROIs1868_127_patch_43,59272,0,6264,0
train,ROIs2017_130_patch_85,15186,34750,10019,5581
train,ROIs1970_112_patch_245,0,26,65510,0
train,ROIs2017_115_patch_176,16704,43752,5080,0
train,ROIs1868_127_patch_244,57017,115,8404,0
train,ROIs1970_83_patch_268,61595,15,3926,0
train,ROIs2017_69_patch_58,38882,0,26647,7
train,ROIs1970_83_patch_118,58494,53,6899,90
train,ROIs1970_83_patch_171,39404,19828,6304,0
train,ROIs1868_127_patch_54,59235,0,6301,0
train,ROIs1970_112_patch_162,0,0,65536,0
train,ROIs2017_69_patch_234,62042,0,3474,20
train,ROIs1868_127_patch_254,51052,165,4467,9852
train,ROIs2017_69_patch_281,54234,0,11098,204
train,ROIs1970_57_patch_37,63705,6,109,1716
train,ROIs2017_115_patch_16,49320,16208,8,0
train,ROIs1970_57_patch_0,65523,0,5,8
train,ROIs1970_83_patch_280,55078,2845,7613,0
train,ROIs2017_115_patch_181,38014,27269,253,0
train,ROIs2017_69_patch_236,59514,0,3762,2260
train,ROIs2017_130_patch_222,3971,32456,27903,1206
train,ROIs1970_112_patch_111,1070,3,64463,0
train,ROIs1970_57_patch_94,62116,57,55,3308
train,ROIs1868_127_patch_205,55013,7432,3091,0
train,ROIs1868_127_patch_269,37376,2201,25959,0
train,ROIs1970_112_patch_219,2,3958,61576,0
train,ROIs2017_69_patch_255,61577,0,3205,754
train,ROIs1868_127_patch_37,57555,0,7981,0
train,ROIs1970_57_patch_206,65274,10,0,252
train,ROIs1970_112_patch_116,716,3,64817,0
train,ROIs1970_57_patch_11,64241,8,85,1202
train,ROIs2017_130_patch_49,6856,31572,22060,5048
train,ROIs1970_83_patch_158,41542,5983,18011,0
train,ROIs2017_130_patch_38,2394,28165,34365,612
train,ROIs1970_57_patch_169,65401,5,42,88
train,ROIs1970_57_patch_82,65030,28,136,342
train,ROIs2017_130_patch_132,10677,32790,19796,2273
train,ROIs2017_130_patch_196,11608,22517,10185,21226
train,ROIs2017_115_patch_244,47438,12829,5269,0
train,ROIs1868_127_patch_158,44033,0,21503,0
train,ROIs1970_57_patch_84,59048,172,477,5839
train,ROIs1970_112_patch_156,2489,3,63044,0
train,ROIs2017_130_patch_101,9212,45730,8357,2237
train,ROIs1868_127_patch_44,57045,1044,7447,0
train,ROIs1868_127_patch_267,55167,2070,8299,0
train,ROIs1970_83_patch_199,20436,39295,5805,0
train,ROIs1970_112_patch_48,6560,80,58896,0
train,ROIs2017_130_patch_33,14666,17705,27807,5358
train,ROIs1970_112_patch_127,0,0,65536,0
train,ROIs1868_127_patch_95,50576,2945,9686,2329
train,ROIs1970_57_patch_246,61490,374,145,3527
train,ROIs1868_127_patch_81,32054,18506,14976,0
train,ROIs2017_115_patch_252,32410,33126,0,0
train,ROIs1970_83_patch_42,28922,12496,24118,0
train,ROIs1970_112_patch_19,0,0,65536,0
train,ROIs1970_83_patch_70,30098,20197,15241,0
train,ROIs1970_83_patch_170,20925,2196,41641,774
train,ROIs1868_127_patch_67,22180,15,43338,3
train,ROIs2017_69_patch_61,61895,0,3611,30
train,ROIs1970_83_patch_21,54318,201,9683,1334
train,ROIs1970_83_patch_249,64807,0,729,0
train,ROIs1970_83_patch_25,37989,7247,20300,0
train,ROIs1868_127_patch_229,47395,67,18074,0
train,ROIs2017_130_patch_35,15745,4875,43563,1353
train,ROIs2017_115_patch_282,48465,8186,8885,0
train,ROIs1970_112_patch_221,0,15800,49736,0
train,ROIs2017_115_patch_59,6691,58842,3,0
train,ROIs2017_69_patch_238,55773,0,8260,1503
train,ROIs2017_115_patch_258,36699,14974,13863,0
train,ROIs1970_57_patch_19,63982,1,200,1353
train,ROIs1970_83_patch_221,54431,4183,6919,3
train,ROIs1970_83_patch_226,54213,11,10918,394
train,ROIs2017_130_patch_71,1197,5677,27281,31381
train,ROIs1970_83_patch_207,45325,11970,5250,2991
train,ROIs2017_69_patch_162,56224,0,9304,8
train,ROIs1868_127_patch_40,51648,458,13430,0
train,ROIs1868_127_patch_224,56039,1558,7937,2
train,ROIs2017_130_patch_250,18436,17020,26512,3568
train,ROIs2017_130_patch_20,4190,20606,40231,509
train,ROIs1970_83_patch_146,41901,5751,17884,0
train,ROIs2017_115_patch_228,17480,48056,0,0
train,ROIs1970_83_patch_183,9485,52982,3069,0
train,ROIs1970_57_patch_254,56005,218,359,8954
train,ROIs1868_127_patch_231,51697,188,13651,0
train,ROIs1970_83_patch_39,30395,2313,28930,3898
train,ROIs2017_69_patch_40,35597,0,29933,6
train,ROIs2017_69_patch_101,60210,0,5309,17
train,ROIs1868_127_patch_31,30353,14556,20627,0
train,ROIs2017_115_patch_101,7088,57325,1123,0
train,ROIs1970_57_patch_22,60409,12,1000,4115
train,ROIs1970_83_patch_36,55781,3,9752,0
train,ROIs2017_115_patch_192,30928,34608,0,0
train,ROIs1970_57_patch_227,64945,30,43,518
train,ROIs1970_112_patch_102,771,2680,62085,0
train,ROIs2017_69_patch_190,59572,0,3435,2529
train,ROIs2017_69_patch_34,55658,6,9872,0
train,ROIs1970_57_patch_220,57656,89,429,7362
train,ROIs1970_112_patch_110,19,0,65517,0
train,ROIs2017_115_patch_263,48370,5956,11210,0
train,ROIs1868_127_patch_42,58772,3262,3502,0
train,ROIs2017_115_patch_271,32645,32891,0,0
train,ROIs2017_115_patch_257,36919,23427,5190,0
train,ROIs2017_130_patch_76,2945,30862,30518,1211
train,ROIs1868_127_patch_268,54186,331,11019,0
train,ROIs2017_69_patch_9,58961,0,6575,0
train,ROIs1970_83_patch_220,38005,25145,2386,0
train,ROIs1868_127_patch_52,31250,3411,30875,0
train,ROIs2017_130_patch_104,7862,33024,13407,11243
train,ROIs2017_69_patch_226,61095,0,4441,0
train,ROIs2017_130_patch_116,12168,33657,14669,5042
train,ROIs1868_127_patch_22,56990,1,8545,0
train,ROIs2017_130_patch_240,11098,35559,17043,1836
train,ROIs1970_112_patch_91,1629,0,63907,0
train,ROIs2017_130_patch_16,6254,24385,33207,1690
train,ROIs1970_112_patch_140,11905,0,53631,0
train,ROIs2017_115_patch_253,30872,33628,1036,0
train,ROIs1970_83_patch_180,17671,6085,36851,4929
train,ROIs1970_83_patch_251,60944,13,4579,0
train,ROIs2017_130_patch_230,21371,27407,16741,17
train,ROIs1970_112_patch_78,27260,59,38217,0
train,ROIs2017_69_patch_133,54119,0,11241,176
train,ROIs1970_112_patch_96,13601,368,51567,0
train,ROIs2017_115_patch_201,40953,24211,372,0
train,ROIs1970_57_patch_232,62942,127,53,2414
train,ROIs1970_83_patch_179,15881,16252,32651,752
train,ROIs1970_112_patch_225,46,4623,60867,0
train,ROIs1970_112_patch_88,4022,1,61513,0
train,ROIs1970_57_patch_50,63730,11,51,1744
train,ROIs1868_127_patch_187,58963,3102,3453,18
train,ROIs1970_57_patch_91,61649,34,48,3805
train,ROIs2017_69_patch_60,55327,0,10190,19
train,ROIs1970_57_patch_147,60266,106,338,4826
train,ROIs2017_115_patch_248,40890,24642,4,0
train,ROIs1970_57_patch_32,65060,8,45,423
train,ROIs1970_57_patch_48,63993,28,188,1327
train,ROIs2017_69_patch_170,48687,0,16843,6
train,ROIs1970_57_patch_80,65047,41,350,98
train,ROIs2017_130_patch_212,7764,32275,25427,70
train,ROIs2017_130_patch_84,9414,45868,5722,4532
train,ROIs2017_130_patch_68,5861,14683,33032,11960
train,ROIs2017_69_patch_24,55729,0,9807,0
train,ROIs1970_112_patch_50,109,26,65401,0
train,ROIs1970_112_patch_148,40,87,65409,0
train,ROIs1970_112_patch_76,12799,0,52737,0
train,ROIs1970_57_patch_62,64209,0,548,779
train,ROIs1970_57_patch_33,63679,15,515,1327
train,ROIs2017_69_patch_74,59906,1,5629,0
train,ROIs2017_115_patch_220,43556,20653,1327,0
train,ROIs1868_127_patch_113,35208,18148,10676,1504
train,ROIs1970_112_patch_157,7802,0,57734,0
train,ROIs2017_69_patch_256,52665,0,10336,2535
train,ROIs2017_115_patch_261,55511,4117,5908,0
train,ROIs1868_127_patch_236,46869,340,1001,17326
train,ROIs1970_83_patch_206,37721,21662,3784,2369
train,ROIs1970_112_patch_100,20676,132,44728,0
train,ROIs1970_57_patch_183,61847,168,152,3369
train,ROIs2017_115_patch_12,6948,58579,9,0
train,ROIs2017_130_patch_195,3796,29035,16093,16612
train,ROIs1970_112_patch_109,1229,0,64307,0
train,ROIs1970_57_patch_122,59783,87,90,5576
train,ROIs1868_127_patch_79,21737,37905,5894,0
train,ROIs1970_83_patch_55,54034,139,11363,0
train,ROIs2017_69_patch_69,62580,0,2956,0
train,ROIs1970_83_patch_29,29198,526,35812,0
train,ROIs1970_57_patch_87,65284,0,30,222
train,ROIs1970_112_patch_166,90,135,65311,0
train,ROIs1970_57_patch_126,59506,208,117,5705
train,ROIs2017_115_patch_23,11219,54314,3,0
train,ROIs1970_57_patch_113,57098,317,558,7563
train,ROIs1970_83_patch_150,50202,552,14633,149
train,ROIs2017_130_patch_5,12319,9551,27893,15773
train,ROIs2017_115_patch_152,12723,52787,26,0
train,ROIs1970_57_patch_47,61833,21,153,3529
train,ROIs1868_127_patch_234,52362,1072,6823,5279
train,ROIs1868_127_patch_103,36481,175,28870,10
train,ROIs2017_69_patch_223,51938,0,13236,362
train,ROIs1970_83_patch_139,54543,4,10989,0
train,ROIs2017_130_patch_55,3720,40923,20510,383
train,ROIs1868_127_patch_123,30111,1563,33862,0
train,ROIs2017_69_patch_183,58861,0,6664,11
train,ROIs2017_115_patch_230,31838,33698,0,0
train,ROIs1970_112_patch_229,3235,8814,27219,26268
train,ROIs2017_69_patch_104,56400,0,9114,22
train,ROIs2017_130_patch_128,8431,51857,4996,252
train,ROIs2017_69_patch_212,61400,0,4053,83
train,ROIs2017_130_patch_188,4252,21559,36603,3122
train,ROIs1970_57_patch_200,61102,324,124,3986
train,ROIs1868_127_patch_124,30813,2,34721,0
train,ROIs2017_115_patch_180,44445,20981,110,0
train,ROIs2017_130_patch_13,11630,21409,30820,1677
train,ROIs2017_69_patch_207,58735,0,6801,0
train,ROIs2017_69_patch_142,59436,17,6083,0
train,ROIs2017_69_patch_181,50231,0,15215,90
train,ROIs2017_130_patch_178,1568,22174,23452,18342
train,ROIs1970_57_patch_209,63750,39,74,1673
train,ROIs1970_57_patch_68,65089,0,26,421
train,ROIs2017_130_patch_198,4867,24968,33561,2140
train,ROIs1970_83_patch_201,11297,51103,3136,0
train,ROIs1868_127_patch_25,59200,0,6336,0
train,ROIs1868_127_patch_101,56500,17,9015,4
train,ROIs1868_127_patch_90,58702,94,6740,0
train,ROIs1970_112_patch_189,1377,34446,29713,0
train,ROIs1970_112_patch_67,644,4906,59986,0
train,ROIs1868_127_patch_122,35207,756,29573,0
train,ROIs1970_57_patch_40,64005,1,27,1503
train,ROIs1970_83_patch_34,43720,22,21794,0
train,ROIs1970_112_patch_263,0,627,55398,9511
train,ROIs1970_112_patch_22,0,0,65536,0
train,ROIs1970_112_patch_182,63,43,65430,0
train,ROIs2017_130_patch_249,17111,37358,10458,609
train,ROIs2017_115_patch_103,2853,62294,389,0
train,ROIs2017_115_patch_242,47285,12243,6008,0
train,ROIs2017_115_patch_198,44057,20996,483,0
train,ROIs1970_112_patch_251,2575,11478,51459,24
