split,sample_id,mean_cloud_probability_t0,mean_cloud_probability_t1,mean_cloud_probability_t2,mean_cloud_probability_t3,mask_area_fraction_t0,mask_pixel_count_t0,category,has_any_threshold_clean_timestep,all_timesteps_have_detected_cloud,t0_not_detected_other_cloudy,t0_cloudy_later_cleaner,cleanest_timestep
train,ROIs2017_69_patch_168,0.041596428,0.58930635,0.046963215,0.5811856,0.0,0,empty/not-detected,True,False,True,False,0
train,ROIs1970_83_patch_50,0.056920096,0.1371827,0.052312925,0.34251642,0.0018768310546875,123,light,True,False,False,True,2
train,ROIs1970_57_patch_28,0.08125897,0.10730748,0.09117762,0.11499158,0.0025177001953125,165,light,True,False,False,False,0
train,ROIs1970_112_patch_16,0.17113066,0.27756953,0.03567389,0.7217658,0.3362884521484375,22039,heavy,False,True,False,True,2
train,ROIs1868_127_patch_76,0.09553922,0.47998333,0.102849506,0.3693947,0.0084075927734375,551,light,True,False,False,False,0
train,ROIs1970_83_patch_161,0.08451154,0.16610576,0.09552334,0.21225351,0.0225372314453125,1477,light,False,True,False,False,0
train,ROIs2017_115_patch_157,0.06303131,0.05958253,0.08612636,0.7117007,0.000244140625,16,light,True,False,True,False,1
train,ROIs1868_127_patch_48,0.08312528,0.30221233,0.0833183,0.5396755,0.028350830078125,1858,light,False,True,False,False,0
train,ROIs1970_83_patch_144,0.088808455,0.1502172,0.08718911,0.20820497,0.03436279296875,2252,light,True,False,False,True,2
train,ROIs2017_130_patch_236,0.085320175,0.051353864,0.06276148,0.1249651,0.0381927490234375,2503,light,True,False,True,False,1
train,ROIs1970_112_patch_211,0.3981763,0.27868965,0.27619246,0.41760394,1.0,65536,heavy,False,True,False,True,2
train,ROIs2017_115_patch_107,0.079956524,0.06754527,0.095026255,0.7597416,6.103515625e-05,4,light,True,False,True,False,1
train,ROIs1868_127_patch_176,0.09880645,0.46538782,0.10361057,0.40343937,0.00018310546875,12,light,True,False,True,False,0
train,ROIs2017_115_patch_151,0.057200246,0.063497186,0.13325292,0.718923,0.0002288818359375,15,light,True,False,True,False,0
train,ROIs2017_130_patch_180,0.08888005,0.06901815,0.06840753,0.12678482,0.004180908203125,274,light,True,False,False,True,2
train,ROIs2017_69_patch_29,0.030264426,0.6146007,0.035220962,0.5261488,0.0,0,empty/not-detected,True,False,True,False,0
train,ROIs2017_115_patch_164,0.043423515,0.045276072,0.11349737,0.68704754,0.0,0,empty/not-detected,True,False,True,False,0
train,ROIs1868_127_patch_87,0.08980637,0.5579488,0.09015009,0.3847475,0.01025390625,672,light,True,False,True,False,0
train,ROIs1868_127_patch_47,0.116180986,0.11599898,0.11771321,0.5344167,0.3222503662109375,21119,heavy,False,True,False,True,1
train,ROIs1868_127_patch_194,0.100531034,0.27364278,0.10450809,0.4706553,0.037384033203125,2450,light,False,True,False,False,0
train,ROIs2017_130_patch_221,0.10816931,0.06690912,0.07218243,0.09788908,0.0899658203125,5896,light,False,True,False,True,1
train,ROIs2017_115_patch_236,0.05716953,0.05751156,0.4181074,0.69380426,0.0,0,empty/not-detected,True,False,True,False,0
train,ROIs2017_115_patch_45,0.082975686,0.06891024,0.19946034,0.7145344,0.0234375,1536,light,True,False,True,False,1
train,ROIs2017_69_patch_14,0.037743423,0.5657309,0.041836254,0.59839666,0.0,0,empty/not-detected,True,False,True,False,0
train,ROIs1970_83_patch_282,0.06431478,0.1346324,0.0655479,0.20215297,0.0005645751953125,37,light,False,True,False,False,0
train,ROIs1970_83_patch_200,0.09452382,0.09924497,0.09342339,0.22354765,0.000946044921875,62,light,True,False,True,False,2
train,ROIs2017_69_patch_30,0.030083138,0.6066012,0.035273947,0.59551585,6.103515625e-05,4,light,True,False,False,False,0
train,ROIs2017_130_patch_63,0.099155,0.09264915,0.08992821,0.17776251,0.000152587890625,10,light,True,False,True,False,2
train,ROIs2017_115_patch_139,0.066629484,0.06155602,0.087154,0.72614205,0.0003204345703125,21,light,True,False,False,True,1
train,ROIs2017_69_patch_77,0.0308803,0.5788455,0.032220766,0.43858248,0.0,0,empty/not-detected,True,False,True,False,0
train,ROIs1970_83_patch_243,0.08223496,0.21714368,0.095770106,0.18397023,0.0059356689453125,389,light,False,True,False,False,0
train,ROIs1970_57_patch_2,0.0746202,0.10027792,0.084910125,0.1115665,0.0023040771484375,151,light,True,False,False,False,0
train,ROIs1970_83_patch_203,0.08544858,0.08111786,0.10599417,0.24549794,0.0079498291015625,521,light,True,False,False,True,1
train,ROIs1868_127_patch_70,0.09855262,0.39827424,0.09524337,0.43863922,0.0409698486328125,2685,light,False,True,False,True,2
train,ROIs1970_83_patch_134,0.075398795,0.12156942,0.09323783,0.35401443,0.0007171630859375,47,light,True,False,True,False,0
train,ROIs2017_69_patch_13,0.029104328,0.5929324,0.034442365,0.597583,0.0,0,empty/not-detected,True,False,True,False,0
train,ROIs1970_112_patch_206,0.21595469,0.08369248,0.3783763,0.7374899,0.6877899169921875,45075,heavy,True,False,False,True,1
train,ROIs1970_83_patch_91,0.08874417,0.13183834,0.09124495,0.28423718,0.00323486328125,212,light,True,False,False,False,0
train,ROIs2017_115_patch_54,0.06084176,0.06461258,0.07529009,0.7261742,0.0,0,empty/not-detected,True,False,True,False,0
train,ROIs2017_69_patch_98,0.030723965,0.58595294,0.03425611,0.5510431,4.57763671875e-05,3,light,True,False,True,False,0
train,ROIs1970_83_patch_59,0.11851769,0.13144916,0.1120538,0.1250453,0.2419586181640625,15857,medium,False,True,False,True,2
train,ROIs1970_83_patch_58,0.091092736,0.14003852,0.09848723,0.15482418,0.0420074462890625,2753,light,False,True,False,False,0
train,ROIs2017_115_patch_203,0.068576664,0.06664948,0.15753037,0.6944471,0.0016632080078125,109,light,True,False,False,True,1
train,ROIs2017_130_patch_67,0.09327734,0.08403282,0.09381344,0.122868925,0.000946044921875,62,light,False,True,False,True,1
train,ROIs2017_69_patch_88,0.03575715,0.54047716,0.04326105,0.6254015,0.00042724609375,28,light,True,False,True,False,0
train,ROIs2017_115_patch_189,0.060507834,0.064638086,0.52488077,0.69447434,0.0,0,empty/not-detected,True,False,True,False,0
train,ROIs1970_112_patch_11,0.16722868,0.24940957,0.029149981,0.6751007,0.3842620849609375,25183,heavy,False,True,False,True,2
train,ROIs2017_115_patch_94,0.046711925,0.052048896,0.08519068,0.7070094,0.0,0,empty/not-detected,True,False,True,False,0
train,ROIs1868_127_patch_110,0.11508468,0.24172108,0.118578024,0.29937732,0.1667938232421875,10931,medium,False,True,False,False,0
train,ROIs2017_69_patch_50,0.031578884,0.56541616,0.03833325,0.62573373,0.0,0,empty/not-detected,True,False,True,False,0
train,ROIs2017_69_patch_233,0.038401738,0.698922,0.046549343,0.38450235,0.0,0,empty/not-detected,True,False,True,False,0
train,ROIs1970_57_patch_237,0.07061063,0.08685369,0.09374253,0.11974663,0.0013275146484375,87,light,True,False,False,False,0
train,ROIs2017_130_patch_157,0.10937512,0.077917024,0.07869382,0.13309437,0.0631866455078125,4141,light,True,False,False,True,1
train,ROIs1970_112_patch_83,0.13008544,0.102056034,0.05562843,0.67057025,0.2794036865234375,18311,medium,False,True,False,True,2
train,ROIs1970_83_patch_3,0.08531389,0.322286,0.08261291,0.21393652,0.0040283203125,264,light,True,False,False,True,2
train,ROIs2017_69_patch_138,0.03605283,0.6000302,0.038638223,0.28632408,9.1552734375e-05,6,light,True,False,False,False,0
train,ROIs1970_112_patch_139,0.16133252,0.2659064,0.046252076,0.6933521,0.2524566650390625,16545,medium,False,True,False,True,2
train,ROIs1970_57_patch_228,0.059206154,0.067576565,0.10914239,0.097679876,0.0,0,empty/not-detected,True,False,True,False,0
train,ROIs2017_115_patch_193,0.055972088,0.057462797,0.47108895,0.6994582,0.0,0,empty/not-detected,True,False,True,False,0
train,ROIs2017_130_patch_125,0.114987925,0.10986418,0.097890064,0.123243734,0.0665130615234375,4359,light,True,False,False,True,2
train,ROIs1868_127_patch_221,0.095914945,0.60683566,0.11335237,0.26672876,0.0023040771484375,151,light,True,False,True,False,0
train,ROIs2017_115_patch_74,0.07309916,0.073747285,0.08816249,0.7069275,0.00543212890625,356,light,True,False,True,False,0
train,ROIs2017_130_patch_134,0.10400708,0.058505464,0.056396835,0.11529764,0.1149139404296875,7531,medium,False,True,False,True,2
train,ROIs1868_127_patch_71,0.094572544,0.37835675,0.09282446,0.48911524,0.080963134765625,5306,light,False,True,False,True,2
train,ROIs2017_69_patch_2,0.050150424,0.6152859,0.053619526,0.55980945,0.0,0,empty/not-detected,True,False,True,False,0
train,ROIs1970_57_patch_180,0.04815287,0.058787342,0.08723294,0.08487108,0.0,0,empty/not-detected,True,False,False,False,0
train,ROIs2017_69_patch_215,0.04297468,0.7050554,0.050458323,0.42148307,0.0002899169921875,19,light,False,True,False,False,0
train,ROIs2017_115_patch_118,0.07807194,0.06469805,0.08588235,0.6962827,0.0,0,empty/not-detected,True,False,True,False,1
train,ROIs2017_69_patch_120,0.03274188,0.5825313,0.036399163,0.21762271,0.0,0,empty/not-detected,True,False,True,False,0
train,ROIs2017_69_patch_280,0.03782828,0.64646983,0.04539113,0.23687999,0.0,0,empty/not-detected,True,False,True,False,0
train,ROIs1970_57_patch_176,0.05491396,0.06534599,0.094940074,0.09243019,9.1552734375e-05,6,light,True,False,False,False,0
train,ROIs2017_69_patch_265,0.039401397,0.6547238,0.04600671,0.22246696,0.000244140625,16,light,False,True,False,False,0
train,ROIs2017_69_patch_200,0.04350656,0.6483184,0.0511231,0.28470224,0.0,0,empty/not-detected,True,False,True,False,0
train,ROIs1970_57_patch_132,0.06556411,0.08180522,0.0929327,0.10980313,7.62939453125e-05,5,light,True,False,False,False,0
train,ROIs1970_112_patch_49,0.37606516,0.15827657,0.04231076,0.6422936,0.897674560546875,58830,heavy,False,True,False,True,2
train,ROIs2017_130_patch_171,0.09483399,0.06852366,0.06888847,0.1129567,0.00054931640625,36,light,True,False,True,False,1
train,ROIs1868_127_patch_226,0.09617542,0.47528303,0.106007256,0.39104515,0.0140380859375,920,light,False,True,False,False,0
train,ROIs2017_130_patch_107,0.11392996,0.1072687,0.09556559,0.11277385,0.0280914306640625,1841,light,False,True,False,True,2
train,ROIs2017_130_patch_237,0.08152248,0.05067323,0.06544168,0.101231545,0.0513916015625,3368,light,True,False,False,True,1
train,ROIs1970_83_patch_174,0.08095369,0.11160819,0.0951767,0.45867935,0.0047454833984375,311,light,True,False,False,False,0
train,ROIs1970_112_patch_222,0.6237644,0.049496695,0.05650224,0.68288034,1.0,65536,heavy,True,False,False,True,1
train,ROIs1970_112_patch_158,0.16511127,0.31421697,0.0780787,0.57528925,0.565643310546875,37070,heavy,False,True,False,True,2
train,ROIs1970_83_patch_100,0.099325046,0.16107556,0.09742468,0.26739103,0.05499267578125,3604,light,True,False,False,True,2
train,ROIs1970_83_patch_19,0.079557255,0.22504285,0.07795768,0.1762792,0.0116729736328125,765,light,True,False,False,True,2
train,ROIs2017_115_patch_53,0.060503773,0.061021943,0.13398562,0.71846026,0.0,0,empty/not-detected,True,False,True,False,0
train,ROIs1868_127_patch_62,0.10107937,0.1611709,0.10991405,0.52783483,0.0533599853515625,3497,light,True,False,True,False,0
train,ROIs1970_57_patch_116,0.06264839,0.0803355,0.089720435,0.10990581,0.0,0,empty/not-detected,True,False,False,False,0
train,ROIs2017_69_patch_87,0.032367755,0.5301343,0.037597205,0.5913872,0.000213623046875,14,light,False,True,False,False,0
train,ROIs2017_130_patch_256,0.08032182,0.05387744,0.07400586,0.10044135,0.0010528564453125,69,light,True,False,False,True,1
train,ROIs2017_115_patch_62,0.06852223,0.062831745,0.095814705,0.7036992,0.0,0,empty/not-detected,True,False,True,False,1
train,ROIs2017_115_patch_7,0.06607258,0.05844473,0.41670305,0.72465444,0.0,0,empty/not-detected,True,False,True,False,1
train,ROIs1970_112_patch_254,0.62150836,0.053136945,0.03295237,0.6723053,1.0,65536,heavy,True,False,False,True,2
train,ROIs2017_130_patch_225,0.107962325,0.08556737,0.080642596,0.111482464,0.02130126953125,1396,light,True,False,False,True,2
train,ROIs1970_83_patch_235,0.08109398,0.1224627,0.0960004,0.31000754,0.0005340576171875,35,light,True,False,True,False,0
train,ROIs1970_57_patch_110,0.058550928,0.07033962,0.08486063,0.09379644,0.0008697509765625,57,light,True,False,False,False,0
train,ROIs2017_130_patch_86,0.105751075,0.10530529,0.10546768,0.1075906,0.0211334228515625,1385,light,False,True,False,True,1
train,ROIs2017_69_patch_278,0.041855197,0.6585399,0.045564897,0.2044254,0.0001220703125,8,light,False,True,False,False,0
train,ROIs2017_115_patch_179,0.05622589,0.056932043,0.08500254,0.7225187,0.0009307861328125,61,light,False,True,False,False,0
train,ROIs2017_69_patch_282,0.03721914,0.70115435,0.045901306,0.12469057,0.000152587890625,10,light,False,True,False,False,0
train,ROIs1970_57_patch_4,0.06636044,0.08909859,0.078753635,0.10842775,0.0,0,empty/not-detected,True,False,True,False,0
train,ROIs1970_112_patch_107,0.37255383,0.23046121,0.3836685,0.55772215,0.877410888671875,57502,heavy,False,True,False,True,1
train,ROIs1970_83_patch_67,0.08488104,0.16322136,0.083100535,0.3304668,0.03643798828125,2388,light,True,False,False,True,2
train,ROIs2017_115_patch_122,0.106119335,0.06512879,0.089589864,0.68258363,0.0662384033203125,4341,light,True,False,True,False,1
train,ROIs2017_115_patch_97,0.064558774,0.06470036,0.37492016,0.6699811,0.0,0,empty/not-detected,True,False,True,False,0
train,ROIs2017_115_patch_194,0.060435973,0.060639057,0.27038008,0.69322926,0.0,0,empty/not-detected,True,False,True,False,0
train,ROIs2017_115_patch_43,0.07041748,0.06585811,0.10363276,0.71297795,0.0,0,empty/not-detected,True,False,True,False,1
train,ROIs1970_57_patch_77,0.0613654,0.0787144,0.08138127,0.104536735,0.0,0,empty/not-detected,True,False,False,False,0
train,ROIs1970_57_patch_65,0.07589632,0.09452409,0.08812353,0.107937545,0.0,0,empty/not-detected,True,False,False,False,0
train,ROIs2017_115_patch_26,0.06612918,0.058380626,0.16316196,0.7234573,0.0002593994140625,17,light,True,False,True,False,1
train,ROIs2017_69_patch_220,0.039796866,0.6033789,0.04630646,0.11492252,0.0,0,empty/not-detected,True,False,True,False,0
train,ROIs1970_112_patch_152,0.21401224,0.08937918,0.103017166,0.6872256,0.4926300048828125,32285,heavy,False,True,False,True,1
train,ROIs2017_69_patch_134,0.041674443,0.6271064,0.05066416,0.21873133,0.0,0,empty/not-detected,True,False,True,False,0
train,ROIs1970_112_patch_92,0.15003006,0.12962061,0.023773022,0.60841906,0.431488037109375,28278,heavy,True,False,False,True,2
train,ROIs2017_69_patch_86,0.03394596,0.56152534,0.038879767,0.5875917,0.000396728515625,26,light,True,False,False,False,0
train,ROIs2017_115_patch_249,0.07151067,0.06968712,0.6216676,0.7113983,4.57763671875e-05,3,light,True,False,True,False,1
train,ROIs2017_115_patch_126,0.08540137,0.06612872,0.1080863,0.7716342,0.0011444091796875,75,light,True,False,False,True,1
train,ROIs2017_130_patch_141,0.0983744,0.062107466,0.06299043,0.11055723,0.026031494140625,1706,light,False,True,False,True,1
train,ROIs1868_127_patch_135,0.09146869,0.47724771,0.09610045,0.4454674,0.0146636962890625,961,light,True,False,False,False,0
train,ROIs2017_115_patch_240,0.075738885,0.07305557,0.07806756,0.6551265,0.02978515625,1952,light,False,True,False,True,1
train,ROIs1868_127_patch_217,0.09956226,0.60875946,0.11108837,0.1268457,0.0709991455078125,4653,light,True,False,True,False,0
train,ROIs1868_127_patch_120,0.084524736,0.56280404,0.090918705,0.47055906,0.0005340576171875,35,light,True,False,True,False,0
train,ROIs2017_115_patch_40,0.06745485,0.061299007,0.15401526,0.7221495,0.0,0,empty/not-detected,True,False,True,False,1
train,ROIs2017_69_patch_201,0.043272644,0.64774215,0.05039251,0.17849809,0.0,0,empty/not-detected,True,False,True,False,0
train,ROIs1970_57_patch_170,0.06571815,0.078162976,0.0891603,0.09745241,0.0,0,empty/not-detected,True,False,False,False,0
train,ROIs1970_57_patch_177,0.0536433,0.06382884,0.09421977,0.08981917,0.0001678466796875,11,light,True,False,False,False,0
train,ROIs2017_69_patch_164,0.03999481,0.55813193,0.04390946,0.48068258,1.52587890625e-05,1,light,True,False,False,False,0
train,ROIs2017_130_patch_192,0.11636293,0.097032435,0.084602155,0.10617707,0.087310791015625,5722,light,True,False,False,True,2
train,ROIs1970_57_patch_182,0.05406847,0.067460515,0.08785316,0.0958149,0.0005340576171875,35,light,True,False,False,False,0
train,ROIs2017_69_patch_59,0.03224813,0.6049703,0.035724707,0.25137475,0.0,0,empty/not-detected,True,False,False,False,0
train,ROIs1970_112_patch_135,0.29932192,0.10905108,0.033547573,0.5854952,0.92510986328125,60628,heavy,False,True,False,True,2
train,ROIs1970_112_patch_105,0.16519187,0.37003183,0.052608415,0.6340385,0.2727203369140625,17873,medium,False,True,False,True,2
train,ROIs1970_83_patch_239,0.080573484,0.16629168,0.09049309,0.25357637,0.0,0,empty/not-detected,True,False,True,False,0
train,ROIs1868_127_patch_260,0.10572769,0.54351425,0.11833989,0.26646203,0.032012939453125,2098,light,False,True,False,False,0
train,ROIs2017_130_patch_131,0.09751862,0.07064238,0.07213591,0.10847761,0.0229644775390625,1505,light,False,True,False,True,1
train,ROIs1970_112_patch_141,0.20009977,0.35016698,0.2895118,0.52978075,0.3906402587890625,25601,heavy,False,True,False,False,0
train,ROIs2017_69_patch_37,0.03609825,0.5056556,0.04177496,0.60317725,0.0,0,empty/not-detected,True,False,True,False,0
train,ROIs1868_127_patch_28,0.09053797,0.15652594,0.092146195,0.56525826,0.0445709228515625,2921,light,False,True,False,False,0
train,ROIs1970_57_patch_97,0.06774185,0.085901834,0.08928859,0.108829275,0.0002899169921875,19,light,True,False,True,False,0
train,ROIs1970_112_patch_103,0.17660928,0.10687278,0.042100154,0.65827614,0.4081268310546875,26747,heavy,False,True,False,True,2
train,ROIs2017_69_patch_173,0.037055068,0.6246904,0.041467544,0.6281956,0.0,0,empty/not-detected,True,False,True,False,0
train,ROIs1868_127_patch_134,0.09066426,0.5118669,0.096731,0.40284747,0.005096435546875,334,light,False,True,False,False,0
train,ROIs1970_83_patch_217,0.079824075,0.08937043,0.09596751,0.29779714,0.0,0,empty/not-detected,True,False,True,False,0
train,ROIs1970_112_patch_266,0.6840247,0.09489259,0.55991095,0.0985952,1.0,65536,heavy,False,True,False,True,1
train,ROIs2017_69_patch_117,0.029782703,0.6178561,0.035377007,0.38134244,0.0,0,empty/not-detected,True,False,True,False,0
train,ROIs1970_83_patch_188,0.09808924,0.11098143,0.104405805,0.16330907,0.045745849609375,2998,light,False,True,False,False,0
train,ROIs2017_115_patch_55,0.06465212,0.06592749,0.07778234,0.71890175,0.0,0,empty/not-detected,True,False,True,False,0
train,ROIs2017_130_patch_211,0.116057076,0.10521215,0.09334921,0.11450066,0.0754547119140625,4945,light,True,False,False,True,2
train,ROIs1970_112_patch_213,0.3884704,0.08623927,0.39653516,0.64407814,0.9991455078125,65480,heavy,True,False,False,True,1
train,ROIs1868_127_patch_13,0.0953501,0.13951698,0.10272992,0.53240496,0.06903076171875,4524,light,False,True,False,False,0
train,ROIs1970_112_patch_134,0.4821145,0.13685264,0.028314017,0.61618054,0.9999847412109375,65535,heavy,False,True,False,True,2
train,ROIs1970_83_patch_46,0.07797276,0.1471832,0.07684919,0.34914616,0.057861328125,3792,light,False,True,False,True,2
train,ROIs2017_115_patch_92,0.06924277,0.067993686,0.0837176,0.68863034,0.0001220703125,8,light,True,False,True,False,1
train,ROIs1970_83_patch_246,0.0697241,0.160482,0.07825903,0.17830655,0.0045166015625,296,light,False,True,False,False,0
train,ROIs2017_69_patch_208,0.0426497,0.5810837,0.048845787,0.56197304,0.0001678466796875,11,light,True,False,False,False,0
train,ROIs1868_127_patch_161,0.0835326,0.45503008,0.09175128,0.4588534,0.025787353515625,1690,light,True,False,False,False,0
train,ROIs1970_83_patch_52,0.06500447,0.12651455,0.06992989,0.31133345,0.0001068115234375,7,light,True,False,False,False,0
train,ROIs2017_130_patch_4,0.10230213,0.09514166,0.09594112,0.12572382,0.010711669921875,702,light,True,False,False,True,1
train,ROIs2017_69_patch_275,0.041335676,0.66786903,0.04684597,0.35669145,0.0,0,empty/not-detected,True,False,True,False,0
train,ROIs2017_69_patch_147,0.038033865,0.5015646,0.042751055,0.60711586,3.0517578125e-05,2,light,False,True,False,False,0
train,ROIs2017_69_patch_36,0.034686398,0.5191255,0.04079901,0.61401737,1.52587890625e-05,1,light,False,True,False,False,0
train,ROIs2017_130_patch_11,0.10803577,0.08410524,0.07944459,0.12936574,0.059478759765625,3898,light,True,False,False,True,2
train,ROIs2017_69_patch_221,0.040040836,0.5828225,0.04549434,0.10507472,0.0,0,empty/not-detected,True,False,True,False,0
train,ROIs1970_112_patch_228,0.61414593,0.2819807,0.054518744,0.48428088,1.0,65536,heavy,False,True,False,True,2
train,ROIs1970_83_patch_11,0.057941906,0.13105024,0.05758585,0.3135897,0.0004425048828125,29,light,True,False,True,False,2
train,ROIs1970_57_patch_95,0.060698032,0.077797815,0.084786326,0.10222361,0.0,0,empty/not-detected,True,False,False,False,0
train,ROIs2017_115_patch_132,0.06973754,0.062295787,0.11809108,0.7112074,1.52587890625e-05,1,light,True,False,True,False,1
train,ROIs1970_112_patch_168,0.614764,0.09258118,0.07305957,0.75841516,1.0,65536,heavy,False,True,False,True,2
train,ROIs1970_83_patch_40,0.09291255,0.15074614,0.09782804,0.15305176,0.0515899658203125,3381,light,False,True,False,False,0
train,ROIs2017_69_patch_214,0.038255528,0.68693346,0.044625603,0.36394396,0.0,0,empty/not-detected,True,False,True,False,0
train,ROIs2017_115_patch_29,0.088565566,0.062836975,0.14732891,0.7299976,0.01483154296875,972,light,True,False,True,False,1
train,ROIs2017_115_patch_269,0.06340212,0.0649646,0.610145,0.7436627,0.0,0,empty/not-detected,True,False,True,False,0
train,ROIs1970_83_patch_248,0.09031102,0.40683925,0.107337855,0.33766776,0.0,0,empty/not-detected,True,False,True,False,0
train,ROIs1868_127_patch_2,0.087137654,0.6625466,0.094219744,0.53020835,0.0,0,empty/not-detected,True,False,True,False,0
train,ROIs1970_112_patch_196,0.37472114,0.090141416,0.49684843,0.40340507,0.97845458984375,64124,heavy,True,False,False,True,1
train,ROIs1970_57_patch_70,0.07094213,0.087427735,0.086845085,0.100029714,0.000213623046875,14,light,True,False,False,False,0
train,ROIs2017_115_patch_85,0.09272305,0.080521464,0.09078577,0.74279904,0.01300048828125,852,light,True,False,True,False,1
train,ROIs1970_83_patch_90,0.09026091,0.12489553,0.089276865,0.29441333,0.0150909423828125,989,light,True,False,True,False,2
train,ROIs1970_83_patch_156,0.0819948,0.13907345,0.09273869,0.36746275,6.103515625e-05,4,light,False,True,False,False,0
train,ROIs1970_112_patch_74,0.4578556,0.09761335,0.02229943,0.6411246,0.939056396484375,61542,heavy,True,False,False,True,2
train,ROIs1970_112_patch_30,0.054675378,0.27958012,0.04756761,0.5945703,0.0394287109375,2584,light,False,True,False,True,2
train,ROIs2017_69_patch_172,0.03684642,0.6316135,0.05011657,0.29787582,0.0,0,empty/not-detected,True,False,True,False,0
train,ROIs2017_69_patch_273,0.037042722,0.66495115,0.044988036,0.31063145,0.0,0,empty/not-detected,True,False,True,False,0
train,ROIs1970_112_patch_17,0.38342878,0.28994712,0.035610694,0.7326398,0.9149169921875,59960,heavy,True,False,False,True,2
train,ROIs2017_69_patch_242,0.03905463,0.6374907,0.04671451,0.12381324,0.0,0,empty/not-detected,True,False,True,False,0
train,ROIs1970_57_patch_165,0.05659566,0.071738385,0.08748349,0.09900189,0.0001068115234375,7,light,True,False,False,False,0
train,ROIs2017_69_patch_237,0.045130953,0.65844476,0.051325336,0.11786774,7.62939453125e-05,5,light,True,False,False,False,0
train,ROIs2017_130_patch_216,0.0979491,0.061308563,0.061489996,0.084211,0.055694580078125,3650,light,True,False,False,True,1
train,ROIs1970_83_patch_190,0.09898004,0.07392338,0.10667963,0.42541352,0.0777740478515625,5097,light,True,False,False,True,1
train,ROIs1970_112_patch_58,0.1027108,0.1619822,0.02346564,0.66737735,0.167205810546875,10958,medium,True,False,False,True,2
train,ROIs1970_57_patch_168,0.07609476,0.09205505,0.09457538,0.12146039,0.00750732421875,492,light,True,False,False,False,0
train,ROIs1970_57_patch_190,0.060404427,0.072027974,0.101503655,0.09474777,0.0011749267578125,77,light,True,False,False,False,0
train,ROIs1970_112_patch_80,0.04239031,0.16326916,0.13431928,0.65030026,0.0424957275390625,2785,light,False,True,False,False,0
train,ROIs1970_112_patch_37,0.28693682,0.10527645,0.021461269,0.7070805,0.731109619140625,47914,heavy,True,False,False,True,2
train,ROIs1868_127_patch_146,0.111417584,0.17862913,0.13101487,0.19922054,0.08685302734375,5692,light,False,True,False,False,0
train,ROIs1970_83_patch_45,0.07595951,0.12962125,0.07642888,0.3560236,0.0767364501953125,5029,light,False,True,False,False,0
train,ROIs2017_115_patch_100,0.067245536,0.0626565,0.085898496,0.72718614,0.0,0,empty/not-detected,True,False,True,False,1
train,ROIs1970_112_patch_224,0.50645626,0.0658728,0.037113506,0.71385515,0.962432861328125,63074,heavy,False,True,False,True,2
train,ROIs1868_127_patch_16,0.09067181,0.17028624,0.09288793,0.5119837,0.032257080078125,2114,light,True,False,True,False,0
train,ROIs1970_57_patch_15,0.06303798,0.096161395,0.07788286,0.118859366,9.1552734375e-05,6,light,True,False,True,False,0
train,ROIs2017_130_patch_3,0.09304854,0.05716634,0.055233683,0.10514007,0.0442352294921875,2899,light,False,True,False,True,2
train,ROIs2017_69_patch_145,0.039975304,0.5185355,0.044077978,0.6209673,0.0001068115234375,7,light,True,False,False,False,0
train,ROIs1970_57_patch_239,0.055129156,0.06742085,0.09367,0.094989136,0.0,0,empty/not-detected,True,False,False,False,0
train,ROIs2017_69_patch_136,0.031570718,0.6374039,0.03638462,0.2690203,0.0,0,empty/not-detected,True,False,True,False,0
train,ROIs2017_115_patch_123,0.0864822,0.061845813,0.09353696,0.7082973,0.0141448974609375,927,light,True,False,True,False,1
train,ROIs2017_69_patch_119,0.03182113,0.60470223,0.036088794,0.38510373,0.0,0,empty/not-detected,True,False,True,False,0
train,ROIs1970_57_patch_204,0.07460125,0.08524895,0.10309689,0.09696809,0.0,0,empty/not-detected,True,False,False,False,0
train,ROIs1970_83_patch_68,0.077627875,0.14942914,0.08019148,0.34147996,0.004852294921875,318,light,False,True,False,False,0
train,ROIs2017_69_patch_49,0.031556003,0.58269024,0.038337056,0.58600533,0.0,0,empty/not-detected,True,False,True,False,0
train,ROIs1970_57_patch_99,0.068353206,0.08712357,0.088937014,0.11396229,0.0,0,empty/not-detected,True,False,False,False,0
train,ROIs2017_69_patch_284,0.03886876,0.6579024,0.045589082,0.24669312,0.000640869140625,42,light,False,True,False,False,0
train,ROIs1970_57_patch_198,0.048403356,0.0601495,0.08042684,0.08892739,0.0,0,empty/not-detected,True,False,False,False,0
train,ROIs1970_83_patch_143,0.089513704,0.17679776,0.090691924,0.21233144,0.014373779296875,942,light,True,False,False,False,0
train,ROIs1970_83_patch_258,0.07937886,0.15999107,0.08987072,0.28132206,7.62939453125e-05,5,light,True,False,True,False,0
train,ROIs1970_57_patch_78,0.061893273,0.07930559,0.0808561,0.107558504,0.0,0,empty/not-detected,True,False,False,False,0
train,ROIs1868_127_patch_91,0.09732577,0.39404505,0.10317817,0.34398767,0.0129241943359375,847,light,False,True,False,False,0
train,ROIs2017_69_patch_251,0.045167625,0.6867132,0.055851363,0.20206176,0.001312255859375,86,light,False,True,False,False,0
train,ROIs1970_83_patch_233,0.07951221,0.12962522,0.09807339,0.37075573,0.000640869140625,42,light,True,False,True,False,0
train,ROIs1970_112_patch_202,0.5886857,0.080834724,0.05554343,0.7385643,1.0,65536,heavy,False,True,False,True,2
