split,local_index,base_index,sample_id
train,681,1639,ROIs2017_69_patch_4
train,682,335,ROIs1970_112_patch_65
train,683,1325,ROIs2017_115_patch_245
train,684,1784,ROIs2017_69_patch_149
train,685,765,ROIs1970_57_patch_225
train,686,663,ROIs1970_57_patch_123
train,687,1224,ROIs2017_115_patch_144
train,688,448,ROIs1970_112_patch_178
train,689,1815,ROIs2017_69_patch_180
train,690,739,ROIs1970_57_patch_199
train,691,1812,ROIs2017_69_patch_177
train,692,1076,ROIs1970_83_patch_281
train,693,747,ROIs1970_57_patch_207
train,694,1467,ROIs2017_130_patch_102
train,695,732,ROIs1970_57_patch_192
train,696,1654,ROIs2017_69_patch_19
train,697,1828,ROIs2017_69_patch_193
train,698,502,ROIs1970_112_patch_232
train,699,1319,ROIs2017_115_patch_239
train,700,1425,ROIs2017_130_patch_60
train,701,1160,ROIs2017_115_patch_80
train,702,1468,ROIs2017_130_patch_103
train,703,368,ROIs1970_112_patch_98
train,704,1732,ROIs2017_69_patch_97
train,705,1248,ROIs2017_115_patch_168
train,706,143,ROIs1868_127_patch_143
train,707,808,ROIs1970_83_patch_13
train,708,674,ROIs1970_57_patch_134
train,709,713,ROIs1970_57_patch_173
train,710,129,ROIs1868_127_patch_129
train,711,1599,ROIs2017_130_patch_234
train,712,288,ROIs1970_112_patch_18
train,713,1005,ROIs1970_83_patch_210
train,714,1643,ROIs2017_69_patch_8
train,715,1729,ROIs2017_69_patch_94
train,716,1918,ROIs2017_69_patch_283
train,717,1064,ROIs1970_83_patch_269
train,718,279,ROIs1970_112_patch_9
train,719,1741,ROIs2017_69_patch_106
train,720,406,ROIs1970_112_patch_136
train,721,867,ROIs1970_83_patch_72
train,722,729,ROIs1970_57_patch_189
train,723,604,ROIs1970_57_patch_64
train,724,1220,ROIs2017_115_patch_140
train,725,750,ROIs1970_57_patch_210
train,726,304,ROIs1970_112_patch_34
train,727,936,ROIs1970_83_patch_141
train,728,215,ROIs1868_127_patch_215
train,729,1626,ROIs2017_130_patch_261
train,730,1778,ROIs2017_69_patch_143
train,731,1031,ROIs1970_83_patch_236
train,732,1756,ROIs2017_69_patch_121
train,733,305,ROIs1970_112_patch_35
train,734,1699,ROIs2017_69_patch_64
train,735,412,ROIs1970_112_patch_142
train,736,1387,ROIs2017_130_patch_22
train,737,1640,ROIs2017_69_patch_5
train,738,210,ROIs1868_127_patch_210
train,739,188,ROIs1868_127_patch_188
train,740,253,ROIs1868_127_patch_253
train,741,645,ROIs1970_57_patch_105
train,742,1279,ROIs2017_115_patch_199
train,743,349,ROIs1970_112_patch_79
train,744,1898,ROIs2017_69_patch_263
train,745,262,ROIs1868_127_patch_262
train,746,1082,ROIs2017_115_patch_2
train,747,213,ROIs1868_127_patch_213
train,748,255,ROIs1868_127_patch_255
train,749,1514,ROIs2017_130_patch_149
train,750,1375,ROIs2017_130_patch_10
train,751,576,ROIs1970_57_patch_36
train,752,698,ROIs1970_57_patch_158
train,753,986,ROIs1970_83_patch_191
train,754,1119,ROIs2017_115_patch_39
train,755,508,ROIs1970_112_patch_238
train,756,1753,ROIs2017_69_patch_118
train,757,104,ROIs1868_127_patch_104
train,758,1296,ROIs2017_115_patch_216
train,759,1380,ROIs2017_130_patch_15
train,760,128,ROIs1868_127_patch_128
train,761,163,ROIs1868_127_patch_163
train,762,693,ROIs1970_57_patch_153
train,763,1524,ROIs2017_130_patch_159
train,764,924,ROIs1970_83_patch_129
train,765,842,ROIs1970_83_patch_47
train,766,812,ROIs1970_83_patch_17
train,767,1348,ROIs2017_115_patch_268
train,768,199,ROIs1868_127_patch_199
train,769,1386,ROIs2017_130_patch_21
train,770,1628,ROIs2017_130_patch_263
train,771,1435,ROIs2017_130_patch_70
train,772,1772,ROIs2017_69_patch_137
train,773,817,ROIs1970_83_patch_22
train,774,931,ROIs1970_83_patch_136
train,775,334,ROIs1970_112_patch_64
train,776,1360,ROIs2017_115_patch_280
train,777,390,ROIs1970_112_patch_120
train,778,1413,ROIs2017_130_patch_48
train,779,1783,ROIs2017_69_patch_148
train,780,944,ROIs1970_83_patch_149
train,781,905,ROIs1970_83_patch_110
train,782,1271,ROIs2017_115_patch_191
train,783,1132,ROIs2017_115_patch_52
train,784,1857,ROIs2017_69_patch_222
train,785,35,ROIs1868_127_patch_35
train,786,340,ROIs1970_112_patch_70
train,787,1461,ROIs2017_130_patch_96
train,788,506,ROIs1970_112_patch_236
train,789,1150,ROIs2017_115_patch_70
train,790,1455,ROIs2017_130_patch_90
train,791,594,ROIs1970_57_patch_54
train,792,1020,ROIs1970_83_patch_225
train,793,1178,ROIs2017_115_patch_98
train,794,1770,ROIs2017_69_patch_135
train,795,1389,ROIs2017_130_patch_24
train,796,1276,ROIs2017_115_patch_196
train,797,1355,ROIs2017_115_patch_275
train,798,1228,ROIs2017_115_patch_148
train,799,990,ROIs1970_83_patch_195
train,800,1480,ROIs2017_130_patch_115
train,801,1100,ROIs2017_115_patch_20
train,802,1326,ROIs2017_115_patch_246
train,803,282,ROIs1970_112_patch_12
train,804,1321,ROIs2017_115_patch_241
train,805,852,ROIs1970_83_patch_57
train,806,200,ROIs1868_127_patch_200
train,807,1146,ROIs2017_115_patch_66
train,808,1253,ROIs2017_115_patch_173
train,809,49,ROIs1868_127_patch_49
train,810,1682,ROIs2017_69_patch_47
train,811,1221,ROIs2017_115_patch_141
train,812,1840,ROIs2017_69_patch_205
train,813,1525,ROIs2017_130_patch_160
train,814,1037,ROIs1970_83_patch_242
train,815,1170,ROIs2017_115_patch_90
train,816,1800,ROIs2017_69_patch_165
train,817,648,ROIs1970_57_patch_108
train,818,1243,ROIs2017_115_patch_163
train,819,266,ROIs1868_127_patch_266
train,820,926,ROIs1970_83_patch_131
train,821,782,ROIs1970_57_patch_242
train,822,1667,ROIs2017_69_patch_32
train,823,984,ROIs1970_83_patch_189
train,824,570,ROIs1970_57_patch_30
train,825,1289,ROIs2017_115_patch_209
train,826,1860,ROIs2017_69_patch_225
train,827,893,ROIs1970_83_patch_98
train,828,1630,ROIs2017_130_patch_265
train,829,479,ROIs1970_112_patch_209
train,830,339,ROIs1970_112_patch_69
train,831,246,ROIs1868_127_patch_246
train,832,866,ROIs1970_83_patch_71
train,833,1631,ROIs2017_130_patch_266
train,834,211,ROIs1868_127_patch_211
train,835,684,ROIs1970_57_patch_144
train,836,60,ROIs1868_127_patch_60
train,837,125,ROIs1868_127_patch_125
train,838,1513,ROIs2017_130_patch_148
train,839,836,ROIs1970_83_patch_41
train,840,43,ROIs1868_127_patch_43
train,841,1450,ROIs2017_130_patch_85
train,842,515,ROIs1970_112_patch_245
train,843,1256,ROIs2017_115_patch_176
train,844,244,ROIs1868_127_patch_244
train,845,1063,ROIs1970_83_patch_268
train,846,1693,ROIs2017_69_patch_58
train,847,913,ROIs1970_83_patch_118
train,848,966,ROIs1970_83_patch_171
train,849,54,ROIs1868_127_patch_54
train,850,432,ROIs1970_112_patch_162
train,851,1869,ROIs2017_69_patch_234
train,852,254,ROIs1868_127_patch_254
train,853,1916,ROIs2017_69_patch_281
train,854,577,ROIs1970_57_patch_37
train,855,1096,ROIs2017_115_patch_16
train,856,540,ROIs1970_57_patch_0
train,857,1075,ROIs1970_83_patch_280
train,858,1261,ROIs2017_115_patch_181
train,859,1871,ROIs2017_69_patch_236
train,860,1587,ROIs2017_130_patch_222
train,861,381,ROIs1970_112_patch_111
train,862,634,ROIs1970_57_patch_94
train,863,205,ROIs1868_127_patch_205
train,864,269,ROIs1868_127_patch_269
train,865,489,ROIs1970_112_patch_219
train,866,1890,ROIs2017_69_patch_255
train,867,37,ROIs1868_127_patch_37
train,868,746,ROIs1970_57_patch_206
train,869,386,ROIs1970_112_patch_116
train,870,551,ROIs1970_57_patch_11
train,871,1414,ROIs2017_130_patch_49
train,872,953,ROIs1970_83_patch_158
train,873,1403,ROIs2017_130_patch_38
train,874,709,ROIs1970_57_patch_169
train,875,622,ROIs1970_57_patch_82
train,876,1497,ROIs2017_130_patch_132
train,877,1561,ROIs2017_130_patch_196
train,878,1324,ROIs2017_115_patch_244
train,879,158,ROIs1868_127_patch_158
train,880,624,ROIs1970_57_patch_84
train,881,426,ROIs1970_112_patch_156
train,882,1466,ROIs2017_130_patch_101
train,883,44,ROIs1868_127_patch_44
train,884,267,ROIs1868_127_patch_267
train,885,994,ROIs1970_83_patch_199
train,886,318,ROIs1970_112_patch_48
train,887,1398,ROIs2017_130_patch_33
train,888,397,ROIs1970_112_patch_127
train,889,95,ROIs1868_127_patch_95
train,890,786,ROIs1970_57_patch_246
train,891,81,ROIs1868_127_patch_81
train,892,1332,ROIs2017_115_patch_252
train,893,837,ROIs1970_83_patch_42
train,894,289,ROIs1970_112_patch_19
train,895,865,ROIs1970_83_patch_70
train,896,965,ROIs1970_83_patch_170
train,897,67,ROIs1868_127_patch_67
train,898,1696,ROIs2017_69_patch_61
train,899,816,ROIs1970_83_patch_21
train,900,1044,ROIs1970_83_patch_249
train,901,820,ROIs1970_83_patch_25
train,902,229,ROIs1868_127_patch_229
train,903,1400,ROIs2017_130_patch_35
train,904,1362,ROIs2017_115_patch_282
train,905,491,ROIs1970_112_patch_221
train,906,1139,ROIs2017_115_patch_59
train,907,1873,ROIs2017_69_patch_238
train,908,1338,ROIs2017_115_patch_258
train,909,559,ROIs1970_57_patch_19
train,910,1016,ROIs1970_83_patch_221
train,911,1021,ROIs1970_83_patch_226
train,912,1436,ROIs2017_130_patch_71
train,913,1002,ROIs1970_83_patch_207
train,914,1797,ROIs2017_69_patch_162
train,915,40,ROIs1868_127_patch_40
train,916,224,ROIs1868_127_patch_224
train,917,1615,ROIs2017_130_patch_250
train,918,1385,ROIs2017_130_patch_20
train,919,941,ROIs1970_83_patch_146
train,920,1308,ROIs2017_115_patch_228
train,921,978,ROIs1970_83_patch_183
train,922,794,ROIs1970_57_patch_254
train,923,231,ROIs1868_127_patch_231
train,924,834,ROIs1970_83_patch_39
train,925,1675,ROIs2017_69_patch_40
train,926,1736,ROIs2017_69_patch_101
train,927,31,ROIs1868_127_patch_31
train,928,1181,ROIs2017_115_patch_101
train,929,562,ROIs1970_57_patch_22
train,930,831,ROIs1970_83_patch_36
train,931,1272,ROIs2017_115_patch_192
train,932,767,ROIs1970_57_patch_227
train,933,372,ROIs1970_112_patch_102
train,934,1825,ROIs2017_69_patch_190
train,935,1669,ROIs2017_69_patch_34
train,936,760,ROIs1970_57_patch_220
train,937,380,ROIs1970_112_patch_110
train,938,1343,ROIs2017_115_patch_263
train,939,42,ROIs1868_127_patch_42
train,940,1351,ROIs2017_115_patch_271
train,941,1337,ROIs2017_115_patch_257
train,942,1441,ROIs2017_130_patch_76
train,943,268,ROIs1868_127_patch_268
train,944,1644,ROIs2017_69_patch_9
train,945,1015,ROIs1970_83_patch_220
train,946,52,ROIs1868_127_patch_52
train,947,1469,ROIs2017_130_patch_104
train,948,1861,ROIs2017_69_patch_226
train,949,1481,ROIs2017_130_patch_116
train,950,22,ROIs1868_127_patch_22
train,951,1605,ROIs2017_130_patch_240
train,952,361,ROIs1970_112_patch_91
train,953,1381,ROIs2017_130_patch_16
train,954,410,ROIs1970_112_patch_140
train,955,1333,ROIs2017_115_patch_253
train,956,975,ROIs1970_83_patch_180
train,957,1046,ROIs1970_83_patch_251
train,958,1595,ROIs2017_130_patch_230
train,959,348,ROIs1970_112_patch_78
train,960,1768,ROIs2017_69_patch_133
train,961,366,ROIs1970_112_patch_96
train,962,1281,ROIs2017_115_patch_201
train,963,772,ROIs1970_57_patch_232
train,964,974,ROIs1970_83_patch_179
train,965,495,ROIs1970_112_patch_225
train,966,358,ROIs1970_112_patch_88
train,967,590,ROIs1970_57_patch_50
train,968,187,ROIs1868_127_patch_187
train,969,631,ROIs1970_57_patch_91
train,970,1695,ROIs2017_69_patch_60
train,971,687,ROIs1970_57_patch_147
train,972,1328,ROIs2017_115_patch_248
train,973,572,ROIs1970_57_patch_32
train,974,588,ROIs1970_57_patch_48
train,975,1805,ROIs2017_69_patch_170
train,976,620,ROIs1970_57_patch_80
train,977,1577,ROIs2017_130_patch_212
train,978,1449,ROIs2017_130_patch_84
train,979,1433,ROIs2017_130_patch_68
train,980,1659,ROIs2017_69_patch_24
train,981,320,ROIs1970_112_patch_50
train,982,418,ROIs1970_112_patch_148
train,983,346,ROIs1970_112_patch_76
train,984,602,ROIs1970_57_patch_62
train,985,573,ROIs1970_57_patch_33
train,986,1709,ROIs2017_69_patch_74
train,987,1300,ROIs2017_115_patch_220
train,988,113,ROIs1868_127_patch_113
train,989,427,ROIs1970_112_patch_157
train,990,1891,ROIs2017_69_patch_256
train,991,1341,ROIs2017_115_patch_261
train,992,236,ROIs1868_127_patch_236
train,993,1001,ROIs1970_83_patch_206
train,994,370,ROIs1970_112_patch_100
train,995,723,ROIs1970_57_patch_183
train,996,1092,ROIs2017_115_patch_12
train,997,1560,ROIs2017_130_patch_195
train,998,379,ROIs1970_112_patch_109
train,999,662,ROIs1970_57_patch_122
train,1000,79,ROIs1868_127_patch_79
train,1001,850,ROIs1970_83_patch_55
train,1002,1704,ROIs2017_69_patch_69
train,1003,824,ROIs1970_83_patch_29
train,1004,627,ROIs1970_57_patch_87
train,1005,436,ROIs1970_112_patch_166
train,1006,666,ROIs1970_57_patch_126
train,1007,1103,ROIs2017_115_patch_23
train,1008,653,ROIs1970_57_patch_113
train,1009,945,ROIs1970_83_patch_150
train,1010,1370,ROIs2017_130_patch_5
train,1011,1232,ROIs2017_115_patch_152
train,1012,587,ROIs1970_57_patch_47
train,1013,234,ROIs1868_127_patch_234
train,1014,103,ROIs1868_127_patch_103
train,1015,1858,ROIs2017_69_patch_223
train,1016,934,ROIs1970_83_patch_139
train,1017,1420,ROIs2017_130_patch_55
train,1018,123,ROIs1868_127_patch_123
train,1019,1818,ROIs2017_69_patch_183
train,1020,1310,ROIs2017_115_patch_230
train,1021,499,ROIs1970_112_patch_229
train,1022,1739,ROIs2017_69_patch_104
train,1023,1493,ROIs2017_130_patch_128
train,1024,1847,ROIs2017_69_patch_212
train,1025,1553,ROIs2017_130_patch_188
train,1026,740,ROIs1970_57_patch_200
train,1027,124,ROIs1868_127_patch_124
train,1028,1260,ROIs2017_115_patch_180
train,1029,1378,ROIs2017_130_patch_13
train,1030,1842,ROIs2017_69_patch_207
train,1031,1777,ROIs2017_69_patch_142
train,1032,1816,ROIs2017_69_patch_181
train,1033,1543,ROIs2017_130_patch_178
train,1034,749,ROIs1970_57_patch_209
train,1035,608,ROIs1970_57_patch_68
train,1036,1563,ROIs2017_130_patch_198
train,1037,996,ROIs1970_83_patch_201
train,1038,25,ROIs1868_127_patch_25
train,1039,101,ROIs1868_127_patch_101
train,1040,90,ROIs1868_127_patch_90
train,1041,459,ROIs1970_112_patch_189
train,1042,337,ROIs1970_112_patch_67
train,1043,122,ROIs1868_127_patch_122
train,1044,580,ROIs1970_57_patch_40
train,1045,829,ROIs1970_83_patch_34
train,1046,533,ROIs1970_112_patch_263
train,1047,292,ROIs1970_112_patch_22
train,1048,452,ROIs1970_112_patch_182
train,1049,1614,ROIs2017_130_patch_249
train,1050,1183,ROIs2017_115_patch_103
train,1051,1322,ROIs2017_115_patch_242
train,1052,1278,ROIs2017_115_patch_198
train,1053,521,ROIs1970_112_patch_251
train,1054,1136,ROIs2017_115_patch_56
train,1055,1190,ROIs2017_115_patch_110
train,1056,96,ROIs1868_127_patch_96
train,1057,259,ROIs1868_127_patch_259
train,1058,1645,ROIs2017_69_patch_10
train,1059,1008,ROIs1970_83_patch_213
train,1060,1888,ROIs2017_69_patch_253
train,1061,342,ROIs1970_112_patch_72
train,1062,445,ROIs1970_112_patch_175
train,1063,1504,ROIs2017_130_patch_139
train,1064,162,ROIs1868_127_patch_162
train,1065,382,ROIs1970_112_patch_112
train,1066,1894,ROIs2017_69_patch_259
train,1067,784,ROIs1970_57_patch_244
train,1068,1404,ROIs2017_130_patch_39
train,1069,1531,ROIs2017_130_patch_166
train,1070,1312,ROIs2017_115_patch_232
train,1071,444,ROIs1970_112_patch_174
train,1072,1097,ROIs2017_115_patch_17
train,1073,1447,ROIs2017_130_patch_82
train,1074,1280,ROIs2017_115_patch_200
train,1075,872,ROIs1970_83_patch_77
train,1076,168,ROIs1868_127_patch_168
train,1077,50,ROIs1868_127_patch_50
train,1078,1687,ROIs2017_69_patch_52
train,1079,1593,ROIs2017_130_patch_228
train,1080,1610,ROIs2017_130_patch_245
train,1081,98,ROIs1868_127_patch_98
train,1082,1242,ROIs2017_115_patch_162
train,1083,769,ROIs1970_57_patch_229
train,1084,642,ROIs1970_57_patch_102
train,1085,1309,ROIs2017_115_patch_229
train,1086,888,ROIs1970_83_patch_93
train,1087,433,ROIs1970_112_patch_163
train,1088,302,ROIs1970_112_patch_32
train,1089,1263,ROIs2017_115_patch_183
train,1090,1169,ROIs2017_115_patch_89
train,1091,1656,ROIs2017_69_patch_21
train,1092,1295,ROIs2017_115_patch_215
train,1093,243,ROIs1868_127_patch_243
train,1094,921,ROIs1970_83_patch_126
train,1095,1438,ROIs2017_130_patch_73
train,1096,1161,ROIs2017_115_patch_81
train,1097,877,ROIs1970_83_patch_82
train,1098,640,ROIs1970_57_patch_100
train,1099,1541,ROIs2017_130_patch_176
train,1100,24,ROIs1868_127_patch_24
train,1101,703,ROIs1970_57_patch_163
train,1102,980,ROIs1970_83_patch_185
train,1103,1173,ROIs2017_115_patch_93
train,1104,935,ROIs1970_83_patch_140
train,1105,1519,ROIs2017_130_patch_154
train,1106,440,ROIs1970_112_patch_170
train,1107,1512,ROIs2017_130_patch_147
train,1108,1137,ROIs2017_115_patch_57
train,1109,822,ROIs1970_83_patch_27
train,1110,1014,ROIs1970_83_patch_219
train,1111,310,ROIs1970_112_patch_40
train,1112,511,ROIs1970_112_patch_241
train,1113,583,ROIs1970_57_patch_43
train,1114,1518,ROIs2017_130_patch_153
train,1115,458,ROIs1970_112_patch_188
train,1116,274,ROIs1970_112_patch_4
train,1117,109,ROIs1868_127_patch_109
train,1118,856,ROIs1970_83_patch_61
train,1119,522,ROIs1970_112_patch_252
train,1120,11,ROIs1868_127_patch_11
train,1121,462,ROIs1970_112_patch_192
train,1122,1236,ROIs2017_115_patch_156
train,1123,232,ROIs1868_127_patch_232
train,1124,633,ROIs1970_57_patch_93
train,1125,1567,ROIs2017_130_patch_202
train,1126,1241,ROIs2017_115_patch_161
train,1127,989,ROIs1970_83_patch_194
train,1128,1725,ROIs2017_69_patch_90
train,1129,280,ROIs1970_112_patch_10
train,1130,875,ROIs1970_83_patch_80
train,1131,1083,ROIs2017_115_patch_3
train,1132,1833,ROIs2017_69_patch_198
train,1133,324,ROIs1970_112_patch_54
train,1134,1566,ROIs2017_130_patch_201
train,1135,249,ROIs1868_127_patch_249
train,1136,172,ROIs1868_127_patch_172
train,1137,696,ROIs1970_57_patch_156
train,1138,1505,ROIs2017_130_patch_140
train,1139,1010,ROIs1970_83_patch_215
train,1140,1477,ROIs2017_130_patch_112
train,1141,1327,ROIs2017_115_patch_247
train,1142,910,ROIs1970_83_patch_115
train,1143,861,ROIs1970_83_patch_66
train,1144,88,ROIs1868_127_patch_88
train,1145,99,ROIs1868_127_patch_99
train,1146,357,ROIs1970_112_patch_87
train,1147,437,ROIs1970_112_patch_167
train,1148,80,ROIs1868_127_patch_80
train,1149,1292,ROIs2017_115_patch_212
train,1150,764,ROIs1970_57_patch_224
train,1151,175,ROIs1868_127_patch_175
train,1152,395,ROIs1970_112_patch_125
train,1153,1716,ROIs2017_69_patch_81
train,1154,699,ROIs1970_57_patch_159
train,1155,1483,ROIs2017_130_patch_118
train,1156,1717,ROIs2017_69_patch_82
train,1157,673,ROIs1970_57_patch_133
train,1158,623,ROIs1970_57_patch_83
train,1159,1697,ROIs2017_69_patch_62
train,1160,1479,ROIs2017_130_patch_114
train,1161,1060,ROIs1970_83_patch_265
train,1162,1651,ROIs2017_69_patch_16
train,1163,553,ROIs1970_57_patch_13
train,1164,981,ROIs1970_83_patch_186
train,1165,218,ROIs1868_127_patch_218
train,1166,1110,ROIs2017_115_patch_30
train,1167,185,ROIs1868_127_patch_185
train,1168,77,ROIs1868_127_patch_77
train,1169,900,ROIs1970_83_patch_105
train,1170,371,ROIs1970_112_patch_101
train,1171,904,ROIs1970_83_patch_109
train,1172,1390,ROIs2017_130_patch_25
train,1173,21,ROIs1868_127_patch_21
train,1174,1882,ROIs2017_69_patch_247
train,1175,595,ROIs1970_57_patch_55
train,1176,1718,ROIs2017_69_patch_83
train,1177,1476,ROIs2017_130_patch_111
train,1178,152,ROIs1868_127_patch_152
train,1179,420,ROIs1970_112_patch_150
train,1180,918,ROIs1970_83_patch_123
train,1181,192,ROIs1868_127_patch_192
train,1182,1679,ROIs2017_69_patch_44
train,1183,1484,ROIs2017_130_patch_119
train,1184,1863,ROIs2017_69_patch_228
train,1185,787,ROIs1970_57_patch_247
train,1186,567,ROIs1970_57_patch_27
train,1187,851,ROIs1970_83_patch_56
train,1188,441,ROIs1970_112_patch_171
train,1189,530,ROIs1970_112_patch_260
train,1190,517,ROIs1970_112_patch_247
train,1191,1419,ROIs2017_130_patch_54
train,1192,1388,ROIs2017_130_patch_23
train,1193,329,ROIs1970_112_patch_59
train,1194,301,ROIs1970_112_patch_31
train,1195,1330,ROIs2017_115_patch_250
train,1196,876,ROIs1970_83_patch_81
train,1197,478,ROIs1970_112_patch_208
train,1198,1530,ROIs2017_130_patch_165
train,1199,676,ROIs1970_57_patch_136
train,1200,1844,ROIs2017_69_patch_209
train,1201,403,ROIs1970_112_patch_133
train,1202,74,ROIs1868_127_patch_74
train,1203,647,ROIs1970_57_patch_107
train,1204,728,ROIs1970_57_patch_188
train,1205,230,ROIs1868_127_patch_230
train,1206,519,ROIs1970_112_patch_249
train,1207,256,ROIs1868_127_patch_256
train,1208,737,ROIs1970_57_patch_197
train,1209,235,ROIs1868_127_patch_235
train,1210,1796,ROIs2017_69_patch_161
train,1211,182,ROIs1868_127_patch_182
train,1212,858,ROIs1970_83_patch_63
train,1213,504,ROIs1970_112_patch_234
train,1214,1287,ROIs2017_115_patch_207
train,1215,1124,ROIs2017_115_patch_44
train,1216,1229,ROIs2017_115_patch_149
train,1217,294,ROIs1970_112_patch_24
train,1218,625,ROIs1970_57_patch_85
train,1219,894,ROIs1970_83_patch_99
train,1220,759,ROIs1970_57_patch_219
train,1221,1544,ROIs2017_130_patch_179
train,1222,330,ROIs1970_112_patch_60
train,1223,1711,ROIs2017_69_patch_76
train,1224,505,ROIs1970_112_patch_235
train,1225,903,ROIs1970_83_patch_108
train,1226,1055,ROIs1970_83_patch_260
train,1227,1238,ROIs2017_115_patch_158
train,1228,1397,ROIs2017_130_patch_32
train,1229,1686,ROIs2017_69_patch_51
train,1230,136,ROIs1868_127_patch_136
train,1231,1275,ROIs2017_115_patch_195
train,1232,1580,ROIs2017_130_patch_215
train,1233,1584,ROIs2017_130_patch_219
train,1234,59,ROIs1868_127_patch_59
train,1235,1112,ROIs2017_115_patch_32
train,1236,1636,ROIs2017_69_patch_1
train,1237,166,ROIs1868_127_patch_166
train,1238,655,ROIs1970_57_patch_115
train,1239,1520,ROIs2017_130_patch_155
train,1240,1540,ROIs2017_130_patch_175
train,1241,374,ROIs1970_112_patch_104
train,1242,496,ROIs1970_112_patch_226
train,1243,414,ROIs1970_112_patch_144
train,1244,1226,ROIs2017_115_patch_146
train,1245,154,ROIs1868_127_patch_154
train,1246,860,ROIs1970_83_patch_65
train,1247,531,ROIs1970_112_patch_261
train,1248,1465,ROIs2017_130_patch_100
train,1249,1345,ROIs2017_115_patch_265
train,1250,1662,ROIs2017_69_patch_27
train,1251,1284,ROIs2017_115_patch_204
train,1252,669,ROIs1970_57_patch_129
train,1253,1627,ROIs2017_130_patch_262
train,1254,1408,ROIs2017_130_patch_43
train,1255,36,ROIs1868_127_patch_36
train,1256,191,ROIs1868_127_patch_191
train,1257,1748,ROIs2017_69_patch_113
train,1258,7,ROIs1868_127_patch_7
train,1259,1498,ROIs2017_130_patch_133
train,1260,802,ROIs1970_83_patch_7
train,1261,325,ROIs1970_112_patch_55
train,1262,957,ROIs1970_83_patch_162
train,1263,208,ROIs1868_127_patch_208
train,1264,228,ROIs1868_127_patch_228
train,1265,1201,ROIs2017_115_patch_121
train,1266,950,ROIs1970_83_patch_155
train,1267,1318,ROIs2017_115_patch_238
train,1268,155,ROIs1868_127_patch_155
train,1269,948,ROIs1970_83_patch_153
train,1270,133,ROIs1868_127_patch_133
train,1271,920,ROIs1970_83_patch_125
train,1272,442,ROIs1970_112_patch_172
train,1273,225,ROIs1868_127_patch_225
train,1274,611,ROIs1970_57_patch_71
train,1275,1633,ROIs2017_130_patch_268
train,1276,796,ROIs1970_83_patch_1
train,1277,667,ROIs1970_57_patch_127
train,1278,1652,ROIs2017_69_patch_17
train,1279,1304,ROIs2017_115_patch_224
train,1280,1609,ROIs2017_130_patch_244
train,1281,1611,ROIs2017_130_patch_246
train,1282,527,ROIs1970_112_patch_257
train,1283,1427,ROIs2017_130_patch_62
train,1284,1354,ROIs2017_115_patch_274
train,1285,689,ROIs1970_57_patch_149
train,1286,930,ROIs1970_83_patch_135
train,1287,870,ROIs1970_83_patch_75
train,1288,925,ROIs1970_83_patch_130
train,1289,56,ROIs1868_127_patch_56
train,1290,1402,ROIs2017_130_patch_37
train,1291,100,ROIs1868_127_patch_100
train,1292,189,ROIs1868_127_patch_189
train,1293,1068,ROIs1970_83_patch_273
train,1294,1737,ROIs2017_69_patch_102
train,1295,322,ROIs1970_112_patch_52
train,1296,523,ROIs1970_112_patch_253
train,1297,247,ROIs1868_127_patch_247
train,1298,971,ROIs1970_83_patch_176
train,1299,1445,ROIs2017_130_patch_80
train,1300,55,ROIs1868_127_patch_55
train,1301,579,ROIs1970_57_patch_39
train,1302,1374,ROIs2017_130_patch_9
train,1303,1571,ROIs2017_130_patch_206
train,1304,1521,ROIs2017_130_patch_156
train,1305,890,ROIs1970_83_patch_95
train,1306,785,ROIs1970_57_patch_245
train,1307,58,ROIs1868_127_patch_58
train,1308,671,ROIs1970_57_patch_131
train,1309,1608,ROIs2017_130_patch_243
train,1310,1168,ROIs2017_115_patch_88
train,1311,1742,ROIs2017_69_patch_107
train,1312,899,ROIs1970_83_patch_104
train,1313,299,ROIs1970_112_patch_29
train,1314,778,ROIs1970_57_patch_238
train,1315,1542,ROIs2017_130_patch_177
train,1316,761,ROIs1970_57_patch_221
train,1317,566,ROIs1970_57_patch_26
train,1318,46,ROIs1868_127_patch_46
train,1319,1708,ROIs2017_69_patch_73
train,1320,1719,ROIs2017_69_patch_84
train,1321,351,ROIs1970_112_patch_81
train,1322,1392,ROIs2017_130_patch_27
train,1323,651,ROIs1970_57_patch_111
train,1324,1764,ROIs2017_69_patch_129
train,1325,811,ROIs1970_83_patch_16
train,1326,449,ROIs1970_112_patch_179
train,1327,922,ROIs1970_83_patch_127
train,1328,261,ROIs1868_127_patch_261
train,1329,1036,ROIs1970_83_patch_241
train,1330,694,ROIs1970_57_patch_154
train,1331,127,ROIs1868_127_patch_127
train,1332,1114,ROIs2017_115_patch_34
train,1333,707,ROIs1970_57_patch_167
train,1334,1487,ROIs2017_130_patch_122
train,1335,1852,ROIs2017_69_patch_217
train,1336,1802,ROIs2017_69_patch_167
train,1337,873,ROIs1970_83_patch_78
train,1338,174,ROIs1868_127_patch_174
train,1339,1865,ROIs2017_69_patch_230
train,1340,1710,ROIs2017_69_patch_75
train,1341,763,ROIs1970_57_patch_223
train,1342,164,ROIs1868_127_patch_164
train,1343,1632,ROIs2017_130_patch_267
train,1344,345,ROIs1970_112_patch_75
train,1345,539,ROIs1970_112_patch_269
train,1346,1141,ROIs2017_115_patch_61
